source_shop,page,artist,title,format,url,ean,price_current,price_original,raw_name,description_snippet,scraped_at
dgmoutlet,3,Bart Peeters,Slimmer Dan De Zanger LP,LP,https://www.dgmoutlet.nl/bart-peeters-slimmer-dan-de-zanger-lp/5430000340090,5430000340090,19.99,27.99,Bart Peeters - Slimmer Dan De Zanger LP,"LP Standard Edition 1 stuk(s) 11 oktober 2019 Productbeschrijving Slimmer Dan De Zanger is een album van Bart Peeters, uitgebracht in 2019. Slimmer Dan De Zanger bevat o.a. de nummers: “Slimmer Dan De Zanger”, “Messias”, “Poolijs”, “Mannen Zijn Simpeler Dan Vrouwen” en vele anderen. Het album betreft een middle of the road LP. Tracklist 1. PEETERS, BART - SLIMMER DAN DE ZANGER 2. PEETERS, BART - MESSIAS 3. PEETERS, BART - POOLIJS 4. PEETERS, BART - MANNEN ZIJN SIMPELER DAN VROUWEN 5. PEETERS, BART - ALLEMAAL DOOR JOU 6. PEETERS, BART - ER KAN ALTIJD NOG EEN TANDJE BIJ 7. PEETERS, BART - PINGUIN OP ANTARTICA 8. PEETERS, BART - GROOT ZIJN IN IETS KLEINS 9. PEETERS, BART - VAN VOOR AF AAN",2026-03-15T11:54:10.085320+00:00
dgmoutlet,3,Beach Boys,The Philadelphia Spectrum 1980,LP - Coloured Vinyl,https://www.dgmoutlet.nl/beach-boys-the-philadelphia-spectrum-1980-lp-coloured-vinyl/8717662591723,8717662591723,15.99,22.99,Beach Boys - The Philadelphia Spectrum 1980 (LP) (Coloured Vinyl),"LP Coloured Vinyl 1 stuk(s) Introductie: 2024-02-02 Productbeschrijving The Beach Boys zijn een van de meest geprezen en commercieel succesvolle bands aller tijden, met meer dan 100 miljoen verkochte platen wereldwijd. Tijdens hun tournee in 1980 met het album 'Keepin' the Summer Alive' was de band in topvorm en speelden ze een lange lijst klassiekers, aangevuld met nieuw materiaal. En wat hebben deze surfers veel hits op hun naam staan: Wouldn't It Be Nice', 'Surfin' U.S.A.', 'Good Vibrations', 'God Only Knows', zijn nog niet eens de helft van de hits op deze plaat, die in turquoise vinyl is uitgevoerd. Tracklist 1. California Girls - The Beach Boys 2. Sloop John B - The Beach Boys 3. Darlin' - The Beach Boys 4. Do It Again - The Beach Boys 5. Little Deuce Coupe - The Beach Boys 6. Keepin' The Summer Alive - The Beach Boys 7. School Days (Ring Ring Goes The Bell) - The Beach Boys 8. Rock And Roll Music - The Beach Boys 9. Wouldn't It Be Nice - The Beach Boys 10. Surfin' U.S.A. - The Beach Boys 11. Good Vibrations - The Beach Boys 12. Barbara Ann - The Beach Boys 13. In My Room - The Beach Boys 14. God Only Knows - The Beach Boys 15. Help Me, Rhonda - The Beach Boys 16. I Get Around - The Beach Boys 17. Fun, Fun, Fun - The Beach Boys",2026-03-15T11:54:10.085320+00:00
dgmoutlet,4,Bees,Sunshine Hit Me,LP - Coloured Vinyl - Limited Edition - Remastered,https://www.dgmoutlet.nl/bees-sunshine-hit-me-lp-coloured-vinyl-limited-edition-remastered/5400863130817,5400863130817,24.99,33.99,Bees - Sunshine Hit Me (LP) (Coloured Vinyl) (Limited Edition) (Remastered),"LPRemastered1 stuk(s)Introductie: 2023-09-22Sunshine Hit Me is het debuutalbum van The Bees, uitgebracht in het begin van deze eeuw. Dit album, dat volledig in eigen beheer werd geschreven en opgenomen door Paul Butler en Aaron Fletcher in een tuinstudio op het Isle of Wight, ademt een eigenzinnige, zomerse sfeer met invloeden uit psychedelica, reggae, Jamaicaanse dub, indie en jarenzestigrock. Deze eclectische mengeling levert een warm, organisch geluid dat uitnodigt tot herhaald luisteren en dat de status van het album als cultfavoriet onderstreept. Sunshine Hit Me verenigt genres tot een mozaïek van stijlen. Het album kenmerkt zich door een speelse en lichtvoetige productie, waarbij eenvoudige melodieën en inventieve arrangementen hand in hand gaan. Er zijn duidelijke invloeden hoorbaar uit de tropische pop, Afrobeat en zelfs elementen van de Braziliaanse Tropicália, wat bijvoorbeeld goed te horen is in hun bejubelde cover van 'A Minha Menina'. De warme orgelpartijen, luchtige blazers en een lichte lo-fi sound zorgen voor een authentieke sfeer die zowel nostalgisch als fris aandoet. Het album bevat elf nummers in de originele release, met als hoogtepunten onder andere 'A Minha Menina', 'No Trophy' en 'Sunshine'. 'A Minha Menina' groeide uit tot een herkenbare single en werd onder meer gebruikt in reclamecampagnes, wat bijdroeg aan de bekendheid van de band. 'No Trophy' en 'Sunshine' tonen eveneens de veelzijdigheid, het vakmanschap en de ontspannen energie van het duo. De nieuwe uitgave betreft een gelimiteerde versie op gekleurd vinyl en is opnieuw gemasterd, waardoor het album een nog rijker en helderder geluid heeft gekregen. Deze editie onderstreept niet alleen de tijdloze charme van de plaat, maar geeft nieuwe luisteraars de kans om dit unieke werk te (her)ontdekken. Sunshine Hit Me is genre-overstijgende indiepop die optimisme, creativiteit en zomerse dagdromen in elke groef weet te vangen.1:Punchbag2:Angryman3:No trophy4:Binnel bay5:Sunshine6:A minha menina7:This town8:Sweet like a champion9:Lying in the snow10:Zia11:Sky holds the sun",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,,Beethoven: Symphony No. 5 LP,LP,https://www.dgmoutlet.nl/beethoven-symphony-no.-5-lp/5054197661525,5054197661525,17.99,33.99,Beethoven: Symphony No. 5 LP,"LP Standard Edition 1 stuk(s) Introductie: 2024-01-24 Productbeschrijving Simon Rattle voerde de complete cyclus van de negen Symfonieën van Beethoven uit met de Wiener Philharmoniker in live concerten, opgenomen voor EMI tussen 29 april en 17 mei 2002 in de historische Musikverein in Wenen. Deze vinyluitgave bevat de bekende 5de symfonie, bijgenaamd “Noodlot”.Dit zijn geen vaststaande interpretaties, want Rattle heeft er duidelijk over nagedacht; en zijn aanmoediging van de briljante VPO houtblazers- en hoornsolisten om elkaar uit te dagen in verbeelding en individualiteit draagt bij aan de indruk van vreugdevolle ontdekking.' – GRAMOPHONE Tracklist 1. I. Allegro Con Brio 2. II. Andante Con Moto 3. III. Allegro 4. IV. Allegro - Presto",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,,Beethoven: Violin Concerto LP,LP,https://www.dgmoutlet.nl/beethoven-violin-concerto-lp/0190296158797,0190296158797,29.99,43.99,Beethoven: Violin Concerto LP,"LP Standard Edition 1 stuk(s) Introductie: 2022-09-16 Productbeschrijving Beethoven Violin Concerto is een album van Itzhak Perlman, uitgebracht in 2022. Het album betreft een classical LP. Tracklist 1. I. Allegro Ma Non Troppo 2. II. Larghetto 3. III. Rondo: Allegro",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Behemoth,The Shit Ov God - Coloured Vinyl,,https://www.dgmoutlet.nl/behemoth-the-shit-ov-god-coloured-vinyl/4065629726218,4065629726218,30.99,45.99,Behemoth - The Shit Ov God - Coloured Vinyl,"LPColoured Vinyl1 stuk(s)Introductie: 2025-05-09 The Shit Ov God van Behemoth, met release datum 9 mei 2025, bevat de volgende nummers: ""The Shit Ov God "", ""To Drown The Svn In Wine "", ""O Venvs, Come!"" en meer.Deze versie van The Shit Ov God verschijnt als een 1xLP.Het product bevat een helder vinyl. 1:The shadow elite2:Sowing salt3:The shit ov god4:Lvciferaeon5:To drown the svn in wine6:Nomen barbarvm7:O venvs, come!8:Avgvr (the dread vvltvre)",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Ben Salisbury & Geoff Barrow,Men,Original Motion Picture Soundtrack - LP,https://www.dgmoutlet.nl/ben-salisbury-geoff-barrow-men-original-motion-picture-soundtrack-lp/AS5051083182379,5051083182379,24.99,40.99,Ben Salisbury & Geoff Barrow - Men (Original Motion Picture Soundtrack) (LP),LP Standard Edition 1 stuk(s) Introductie: 2023-03-24 Productbeschrijving Men is een album van Ben Salisbury & Geoff Barrow uit 2023 en is uitgebracht onder het label Invada Records Tracklist 1. Pastorale - Ben Salisbury & Geoff Barrow 2. Impaled - Ben Salisbury & Geoff Barrow 3. A Country Walk - Ben Salisbury & Geoff Barrow 4. Tunnel Escape - Ben Salisbury & Geoff Barrow 5. The Green Man - Ben Salisbury & Geoff Barrow 6. Fuck This - Ben Salisbury & Geoff Barrow 7. The Church - Ben Salisbury & Geoff Barrow 8. Runaway / Crash - Ben Salisbury & Geoff Barrow 9. The Tip Of The Blade - Ben Salisbury & Geoff Barrow 10. Brute Blood - Ben Salisbury & Geoff Barrow 11. Hide And Seek - Ben Salisbury & Geoff Barrow 12. Birth - Ben Salisbury & Geoff Barrow,2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Ben Wendel,All One -,,https://www.dgmoutlet.nl/ben-wendel-all-one/5060509791903,5060509791903,22.99,32.99,Ben Wendel - All One -,"LPStandard Edition1 stuk(s)Introductie: 2023-04-21 All One is het ieuwe album van meestersaxofonist en componist Ben Wendel - waarbij elknummer een andere speciale gast bevat en een echte all-star line-up vormt op het album.Met enkele van de grootste sterren in de scene: Bill Frisell, Cécile McLorin Salvant, TerrenceBlanchard, José James, Elena Pinderhughes en Tigran Hamasyan.In de afgelopen jaren heeft de in Canada geboren, in LA opgegroeide muzikant een uniekeplaats in de saxofoonwereld ingenomen vanwege zijn sterke en gefocuste toon, gebruikvan elektronica en vooruitstrevende durf die een grote en toegewijde aanhang heeftgecreëerd. Hij staat bekend als de 'Brecker' van zijn generatie en is een muzikant die zowelbedreven is in jazz als in pop, met een taal en geluid die uniek zijn voor hem. Tracklist1. Ben Wendel - I Loves You Porgy (Feat. Cécile McLorin Salvant)2. Ben Wendel - Wanderers (Feat. Terence Blanchard)3. Ben Wendel - Throughout (Feat. Bill Frisell)4. Ben Wendel - Speak Joy (Feat. Elena Pinderhughes)5. Ben Wendel - Tenderly (Feat. José James)6. Ben Wendel - In Anima (Feat. Tigran Hamasyan)",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Benson Boone,American Heart Coloured Vinyl,LP,https://www.dgmoutlet.nl/benson-boone-american-heart-coloured-vinyl/0093624834953,0093624834953,32.99,42.99,Benson Boone - American Heart Coloured Vinyl,"LP Coloured Vinyl 1 stuk(s) Introductie: 2025-06-20 Productbeschrijving American Heart van Benson Boone, met release datum 20 juni 2025, bevat de volgende nummers: ""Man In Me"", ""Reminds Me Of You"", ""I Wanna Be The One You Call"", ""Take Me Home"" en meer.Deze versie van American Heart verschijnt als een 1xLP.Het product bevat een rood & wit vinyl. Tracklist 1. Benson Boone - Sorry I'm Here for Someone Else 2. Benson Boone - Mr Electric Blue 3. Benson Boone - Man in Me 4. Benson Boone - Mystical Magical 5. Benson Boone - Reminds Me of You 6. Benson Boone - Momma Song 7. Benson Boone - I Wanna Be the One You Call 8. Benson Boone - Wanted Man 9. Benson Boone - Take Me Home 10. Benson Boone - Young American Heart",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Bert Jansch,At The BBC,4 LP - Limited Edition,https://www.dgmoutlet.nl/bert-jansch-at-the-bbc-4-lp-limited-edition/0809236174215,0809236174215,89.00,129.99,Bert Jansch - At The BBC (4 LP) (Limited Edition),"LP Limited Edition 4 stuk(s) Introductie: 2022-11-04 Productbeschrijving Bert At The BBC is een album van Bert Jansch uit 2022 en is uitgebracht onder het label Earth Tracklist 1 1. Whiskey Man (Guitar Club, Light Programme, 1966) - Bert Jansch 2. Running From Home (Guitar Club, Light Programme, 1966) - Bert Jansch 3. Interview (Guitar Club, Light Programme, 1966) - Bert Jansch 4. The Wheel (Guitar Club, Light Programme, 1966) - Bert Jansch 5. Orlando (Top Gear, BBC Radio 1, 1968) - Bert Jansch 6. Thames Lighterman (Night Ride, BBC Radio 1, 1968) - Bert Jansch 7. I Am Lonely (Radio 1 Club, BBC Radio 1, 1969) - Bert Jansch 8. Speak Of The Devil (The Pentangle, BBC Radio 1, 1970) - Bert Jansch 9. Blues Run The Game (Folkweave, BBC World Service, 1977) - Bert Jansch 10. Daybreak (Folkweave, BBC World Service, 1977) - Bert Jansch 11. Running From Home (In Concert, BBC Radio 1, 1980) - Bert Jansch 12. Up To The Stars (In Concert, BBC Radio 1, 1982) - Bert Jansch 13. Heartbreak Hotel (In Concert, BBC Radio 1, 1980) - Bert Jansch 14. Angie (Russell Harty, Bbc1, 1982) - Bert Jansch Tracklist 2 1. Sweet Rose (Folk On 2, BBC Radio 2, 1988) - Bert Jansch 2. Knight's Move (Folk On 2, BBC Radio 2, 1988) - Bert Jansch 3. The Snows (Night Ride, BBC Radio 2, 1988) - Bert Jansch 4. Been On The Road So Long (Night Ride, BBC Radio 2, 1988) - Bert Jansch 5. Bogie's Bonny Belle (Night Ride, BBC Radio 2, 1988) - Bert Jansch 6. Heartbreak Hotel (Anderson On The Box, BBC Ni, 1992) - Bert Jansch 7. Stealing The Night Away (Bob Harris, Unbroadcast, 1993) - Bert Jansch 8. Walk Quietly By (Bob Harris, Unbroadcast, 1993) - Bert Jansch 9. Trouble In Mind (Bob Harris, BBC Radio 2, 1993) - Bert Jansch 10. When The Circus Comes To Town (Later..With Jools Holland, Bbc2, 2000) - Bert Jansch Tracklist 3 1. High Days (Liz Kershaw, BBC 6 Music, 2004) - Bert Jansch 2. Blues Run The Game (Liz Kershaw, BBC 6 Music, 2004) - Bert Jansch 3. The Auld Triangle (Freak Zone, BBC 6 Music, 2008) - Bert Jansch 4. A Woman Like You (Freak Zone, BBC 6 Music, 2008) - Bert Jansch 5. It Don't Bother Me (Mark Radcliffe, BBC Radio 2006) - Bert Jansch 6. Angie (Freak Zone, BBC 6 Music, 2008) - Bert Jansch 7. Empty Pocket Blues (Queen's Hall, Edinburgh, BBC Radio Scotland, 2004) - Bert Jansch 8. Courting Blues (Queen's Hall, Edinburgh, BBC Radio Scotland, 2004) - Bert Jansch 9. Rosemary Lane (Queen's Hall, Edinburgh, BBC Radio Scotland, 2004) - Bert Jansch 10. October Song (Queen's Hall, Edinburgh, BBC Radio Scotland, 2004) - Bert Jansch 11. Summer Heat (Queen's Hall, Edinburgh, BBC Radio Scotland, 2004) - Bert Jansch 12. Texas Cowboy Blues (Queen's Hall, Edinburgh, BBC Radio Scotland, 2004) - Bert Jansch Tracklist 4 1. Crimson Moon (Queen's Hall, Edinburgh, BBC Radio Scotland, 2004) - Bert Jansch 2. Blackwater Side (60Th Birthday Concert, Lso St Lukes, Bbc4, 2003) - Bert Jansch 3. Train Song (60Th Birthday Concert, Lso St Lukes, Bbc4, 2003) - Bert Jansch 4. Fool's Mate (60Th Birthday Concert, Lso St Lukes, Bbc4, 2003) - Bert Jansch 5. Carnival (60Th Birthday Concert, Lso St Lukes, Bbc4, 2003) - Bert Jansch 6. Running From Home (Celtic Connections, BBC Scotland, 2008) - Bert Jansch 7. In The Bleak Midwinter (Teddy Thompson And Friends, BBC Radio 2, 2008) - Bert Jansch 8. Angie (Radio 2 Folk Awards, BBC Radio 2, 2009) - Bert Jansch 9. Blues Run The Game (Tom Robinson, BBC 6 Music, 2009) - Bert Jansch 10. Fresh As A Sweet Sunday Morning (Tom Robinson, BBC 6 Music, 2009) - Bert Jansch 11. One For Jo (Tom Robinson, BBC 6 Music, 2009) - Bert Jansch",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Beth Hart,Fire On The Floor,LP,https://www.dgmoutlet.nl/beth-hart-fire-on-the-floor-lp/0810020506945,0810020506945,24.99,33.05,Beth Hart - Fire On The Floor (LP),"LPStandard Edition1 stuk(s)Introductie: 2022-02-18ProductbeschrijvingBeth Hart is on fire! De voor een Grammy genomineerde singer/songwriter zit momenteel duidelijk op een hoge creatieve golf, met goed ontvangen albums, samenwerkingen met grote namen als Joe Bonamassa en Jeff Beck en avond aan avond shows op grote podia. Voorafgaand aan haar uitverkochte show in de HMH later dit jaar brengt zij haar nieuwe album 'Fire On The Floor' uit. Dankzij alle duidelijk emotionele momenten, voelt dit album voor Hart als een geestelijke reiniging. In haar eigen woorden:“I think Better Than Home is one of the best records I’ve ever done, but it was a brutal experience. Fire On The Floor has more energy and I think, overall, it’s just got more balls. And I think I really needed that, just to balance out that heavier mood on Better Than Home.” 'Fire On The Floor' is simpelweg een album dat Beth Hart moest maken. “I’m so pleased with it”, concludeert de berucht zelfkritische zangeres, “I recently had to organise the sequence of the record, and while I was doing that, I was thinking to myself, ‘Y’know, this is pretty frickin’ good…!’”Bekijk [hier]() de lyric video van de titeltrack.1:Jazz man2:Love gangster3:Coca cola4:Let's get together5:Picture in a frame6:Fat man7:Fire on the floor8:Woman you've been dreaming of9:Baby shot me down10:Good day to cry11:Love is a lie12:No place like home",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Beyoncé,Cowboy Carter,LP,https://www.dgmoutlet.nl/beyonce-cowboy-carter-lp/0196588949319,0196588949319,29.99,42.99,Beyoncé - Cowboy Carter (LP),"LP Standard Edition 2 stuk(s) Introductie: 2024-04-12 Productbeschrijving Cowboy Carter van Beyoncé, met release datum 12 april 2024.Deze versie van Cowboy Carter verschijnt als een 2xLP in een Bedrukte binnenhoes verpakking.Het product bevat een zwart vinyl. Ook bevat het een zwart vinyl. Tracklist 1 1. Beyoncé - Ameriican Requiem 2. Beyoncé - Blackbiird (With Brittney Spencer, Reyna Roberts, Tanner Adell and Tiera Kennedy) 3. Beyoncé - 16 Carriages 4. Beyoncé - Protector (With Rumi Carter) 5. Beyoncé - My Rose 6. Beyoncé - Smoke Hour Willie Nelson (With Willie Nelson)/Texas Hold 'Em 7. Beyoncé - Bodyguard 8. Beyoncé - Dolly P (With Dolly Parton)/Jolene 9. Beyoncé - Daughter 10. Beyoncé - Alligator Tears Tracklist 2 1. Beyoncé - Smoke Hour II/Just for Fun (With Willie Nelson) 2. Beyoncé - II Most Wanted (With Miley Cyrus) 3. Beyoncé - Levii's Jeans (With Post Malone) 4. Beyoncé - Desert Eagle 5. Beyoncé - Riiverdance 6. Beyoncé - II Hands II Heaven 7. Beyoncé - Tyrant (With Dolly Parton) 8. Beyoncé - Sweet Honey Bucklin' (With Shaboozey) 9. Beyoncé - Amen",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,,Big Big Train- Woodcut,LP,https://www.dgmoutlet.nl/big-big-train-woodcut-lp/0198029779318,0198029779318,31.99,39.99,Big Big Train- Woodcut (LP),"LPLimited Edition2 stuk(s)Introductie: 2026-02-06Big Big Train, de bekroonde progressieve rockband, brengt op 6 februari 2026 hun 16e studioalbum uit. 'Woodcut' is een mijlpaalrelease voor de internationale groep, wiens line-up leden uit Engeland, Schotland, Italië, de VS, Zweden en Noorwegen samenbrengt. Het is hun allereerste volledige conceptuele werk. ""Het verhaal speelt zich niet af in een specifieke tijdsperiode, maar het gaat over The Artist, die worstelt met het leven"", begint oprichter Gregory Spawton. ""Hij maakt een wandeling en vindt dit stuk kernhout en creëert iets dat hij mooi en anders vindt. Misschien is het een droom of misschien is het het echte leven, maar hij betreedt deze Narnia-achtige houtsnedewereld.""'Woodcut', een meer bandgebonden album, laat alle zeven leden verbluffende bijdragen leveren, met frontman Alberto Bravin als producer: ""Dit keer is het een soort nieuw statement voor de band. 'Woodcut' is een grote stap voorwaarts voor ons"", merkt hij op. Het album is voorzien van een opvallend hoesontwerp van de in Dorset gevestigde kunstenaar Robin Mackenzie - een zwart-wit houtsnede, uiteraard, gebaseerd op een houtsnede die de band speciaal voor het album bij hem had besteld. LP 11:Inkwell black2:The artist3:The lie of the land4:The sharpest blade5:Albion press6:Arcadia7:Second press8:Warp and weftLP 21:Chimaera2:Dead point3:Light without heat4:Dreams in black and white5:Cut and run6:Hawthorn white7:Counting stars8:Last stand",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Big Red,Blood & Victory,LP,https://www.dgmoutlet.nl/big-red-blood-victory-lp/3760396024543,3760396024543,21.99,32.99,Big Red - Blood & Victory (LP),"LPStandard Edition1 stuk(s)Introductie: 2024-11-29ProductbeschrijvingBlood & Victory van Big Red is een uitgesproken album dat op LP is uitgebracht. Dit werk staat bekend als een manifest waarin thema’s als weerstand en revolutie centraal staan. Big Red weet met zijn karakteristieke stem en muzikale boodschap zijn positie binnen het genre nog eens krachtig te onderstrepen. Het album bevat tien originele tracks en biedt de luisteraar een diepe duik in de hedendaagse dub en reggae roots.Het geluid op Blood & Victory balanseert tussen klassieke reggae-elementen en moderne dubinvloeden. Authentieke ritmes worden verweven met digitale effecten zodat zowel traditionele liefhebbers als een nieuw publiek worden aangesproken. Big Red blijft dicht bij zijn roots, maar verrijkt het spectrum met actuele thema's en vernieuwende producties.Op het album vind je onder meer de tracks 'Standing Tall', 'No Retreat' en 'Blood & Victory'. Deze nummers illustreren niet alleen de muzikale veelzijdigheid van Big Red, maar geven ook een indruk van de sterke sociale en politieke lading die het album kenmerkt. De emotionele intensiteit waarmee hij zijn boodschap brengt, wordt gedragen door stevige bassen, pakkende melodieën en krachtige zanglijnen.Blood & Victory werd uitgebracht in 2024 en is niet zomaar een verzameling liedjes, maar een statement dat past binnen de rijke traditie van protestmuziek en rootsreggae. Het album nodigt uit tot luisteren, reflecteren en brengt energie die zowel inspiratie als verzet aanwakkert. Hierdoor is het een relevante plaat binnen het genre en een nieuw hoogtepunt in het oeuvre van Big Red. Tracklist1. Big Red - Blood & Victory2. Big Red - Sablier (Feat. Ire Ites)3. Big Red - Milliers (Evidence Music) [feat. Bisou]4. Big Red - LNNG (Feat. ODG)5. Big Red - Bad (Feat. Radikal Vibration)6. Big Red - Babylon7. Big Red - Repercussions (Feat. Radikal Vibration)8. Big Red - Brutality9. Big Red - Jumping (Feat. Little Lion Sound)10. Big Red - Cherokkee (Feat. DJ Absurd)",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Bigxthaplug,Take Care,LP,https://www.dgmoutlet.nl/bigxthaplug-take-care-lp/0198748883976,0198748883976,24.99,34.99,Bigxthaplug - Take Care (LP),"LPStandard Edition1 stuk(s)Introductie: 2025-06-20Take Care van BigXthaPlug is een rap/hiphopalbum dat zich onderscheidt door de mix van persoonlijke thema’s en krachtige, eerlijke teksten. Het album is uitgebracht op LP in het jaar 2024. BigXthaPlug, inmiddels bekend om zijn robuuste stemgeluid en authentieke benadering, gebruikt dit album om een diepgaande blik te geven op zijn eigen levensloop en de uitdagingen die horen bij roem, relaties en mentale gezondheid. De sfeer van Take Care wordt gezet door BigXthaPlug’s kenmerkende bravoure, die afwisselt tussen harde, stoere raps en meer introspectieve momenten. Het album legt de nadruk op onderwerpen als loyaliteit, de tol van succes, kwetsbaarheid, politieke onrust en de drang om trouw te blijven aan zichzelf ondanks externe druk. Deze onderwerpen worden versterkt door een muziekstijl die soms minimalistisch en jazzy aandoet, maar ook moeiteloos schakelt naar tracks vol soulvolle samples uit de jaren 70 of moderne hiphopproducties. Hierdoor ontstaat een rijke dynamiek die het album fris en relevant laat aanvoelen binnen het bredere hiphoplandschap. Enkele tracks die eruit springen zijn Therapy Session, waarin BigXthaPlug openhartig zijn worstelingen met mentale druk en persoonlijke groei deelt. De track Planting Seeds kenmerkt zich door een jazzy ondertoon die ruimte biedt voor reflectie en groei, terwijl Change Me draait om de vraag of geld en faam werkelijk iets aan de kern van je identiteit veranderen. Deze nummers onderstrepen de veelzijdigheid van het album, waarbij luchtige bravoure hand in hand gaat met diepergaande emotie en sociaal commentaar. Het album Take Care laat horen dat BigXthaPlug zich als een van de meest veelbelovende onafhankelijke artiesten in het genre weet te profileren. Met zijn rauwe, onversneden teksten en eigentijdse productie weet hij een breed publiek te raken. Het geheel voelt als een doordachte reis door het leven van de artiest, vol uitdagingen, triomfen en groei.",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Billie Eilish,"When We All Fall Asleep, Where Do We Go?",LP,https://www.dgmoutlet.nl/billie-eilish-when-we-all-fall-asleep-where-do-we-go-lp/AS602577427664,602577427664,24.99,34.99,"Billie Eilish - When We All Fall Asleep, Where Do We Go? (LP)","lp Nieuw in originele sealing. Kaft op de hoek licht verbogen.Billie Eilish is hét POP-fenomeen uit de USA. Ze is 17 en verovert nu al de wereld met haar muziek en haar excentrieke visuele identiteit. Overal ter wereld verkoopt ze in een snel tempo zalen uit, heeft miljoenen streams op haar naam staan en brengt eindelijk haar langverwachte album uit 'WHEN WE ALL FALL ASLEEP WHERE DO WE GO?' Samen met haar broer heeft ze aan deze plaat gewerkt. Billie Eilish is nu al de revelatie van het jaar 2019! Tracklist Plaat 1. Billie Eilish - !!!!!!! 2. Billie Eilish - bad guy 3. Billie Eilish - xanny 4. Billie Eilish - you should see me in a crown 5. Billie Eilish - all the good girls go to hell 6. Billie Eilish - wish you were gay 7. Billie Eilish - when the party's over 8. Billie Eilish - 8 9. Billie Eilish - my strange addiction 10. Billie Eilish - bury a friend 11. Billie Eilish - ilomilo 12. Billie Eilish - listen before i go 13. Billie Eilish - i love you 14. Billie Eilish - goodbye",2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Billy Idol,Rebel Yell,LP,https://www.dgmoutlet.nl/billy-idol-rebel-yell-lp/AS0602557363418,0602557363418,24.99,34.99,Billy Idol - Rebel Yell (LP),lp Nieuw in originele sealing. Kaft op de hoek licht verbogen.LP Standard Edition 1 stuk(s) Introductie: 2017-11-03 Productbeschrijving Rebel Yell is een album van Billy Idol uit 2017 Tracklist 1. Rebel Yell - Billy Idol 2. Daytime Drama - Billy Idol 3. Eyes Without A Face - Billy Idol 4. Blue Highway - Billy Idol 5. Flesh For Fantasy (Remastered 1999) - Billy Idol 6. Catch My Fall (Edit) - Billy Idol 7. Crank Call - Billy Idol 8. (Do Not) Stand In The Shadows - Billy Idol 9. The Dead Next Door - Billy Idol,2026-03-15T11:54:14.939322+00:00
dgmoutlet,4,Billy Ocean,His Ultimate Collection,LP,https://www.dgmoutlet.nl/billy-ocean-his-ultimate-collection-lp/0194399928011,0194399928011,14.99,19.99,Billy Ocean - His Ultimate Collection (LP),"12"" Vinyl Standard Edition 1 stuk(s) Introductie: 2022-03-18 Productbeschrijving De in Trinidad geboren sympathieke zanger Billy Ocean was in de jaren 80 de populairste R&B artiest in Engeland die ook grote successen in Europa en de US vierde. Zijn start op het GTO label leverde disco hits op als “Love Really Hurts Without You” en “Red Light Spells Danger”. Maar toen hij, na zijn verhuizing naar het Jive-label, een meer poppie geluid liet horen braken pas echt de grote successen aan met de #1 hits “When the Going Gets Tough, The Tough Get Going”, de titelsong van de film “The Jewel of the Nile”, en “Get Outta My Dreams, Get into My Car”. Tracklist 1. European Queen (no More Love On The Run) - Billy Ocean 2. Get Outta My Dreams, Get Into My Car - Billy Ocean 3. Suddenly - Billy Ocean 4. Nights (feel Like Getting Down) - Billy Ocean 5. When The Going Gets Tough, The Tough Get Going - Billy Ocean 6. There'll Be Sad Songs (to Make You Cry) - Billy Ocean 7. L.O.D. (love On Delivery) - Billy Ocean 8. Love Really Hurts Without You - Billy Ocean 9. Loverboy - Billy Ocean 10. Red Light (spells Danger) - Billy Ocean 11. Are You Ready - Billy Ocean 12. Calypso Crazy - Billy Ocean 13. Pressure (u.S Radio Edit) - Billy Ocean 14. Licence To Chill - Billy Ocean",2026-03-15T11:54:14.939322+00:00
